DATETIME,FOM,ID,DISCUSSION
2017-08-11/15:26:03 - 2017-08-11/15:28:03,  90.0, tleonard(EVA)," Magnetic null, Bz crossing, weak Vx and Vy ion jets, and ExB spikes"
2017-08-11/15:28:03 - 2017-08-11/15:30:03,  90.0, tleonard(EVA)," Magnetic null, Bz crossing, weak Vx and Vy ion jets, and ExB spikes"
2017-08-11/15:30:03 - 2017-08-11/15:32:03,  90.0, tleonard(EVA)," Magnetic null, Bz crossing, weak Vx and Vy ion jets, and ExB spikes"
2017-08-11/15:48:03 - 2017-08-11/15:50:33,  80.0, tleonard(EVA)," Deep magnetic nulls, ExBy spikes, weak Vx and Vy jets, interesting osciallating Vx and Vy over long time interval"
2017-08-11/15:50:33 - 2017-08-11/15:53:03,  80.0, tleonard(EVA)," Deep magnetic nulls, ExBy spikes, weak Vx and Vy jets, interesting osciallating Vx and Vy over long time interval"
2017-08-11/18:48:03 - 2017-08-11/18:50:23, 120.0, tleonard(EVA)," Bx crossing, Bz dip, weak Vx and Vy jets with Vx, Vy, and Vz reversals"
2017-08-11/18:50:23 - 2017-08-11/18:52:43, 120.0, tleonard(EVA)," Bx crossing, Bz dip, weak Vx and Vy jets with Vx, Vy, and Vz reversals"
2017-08-11/18:52:43 - 2017-08-11/18:55:03, 120.0, tleonard(EVA)," Bx crossing, Bz dip, weak Vx and Vy jets with Vx, Vy, and Vz reversals"
2017-08-11/19:14:03 - 2017-08-11/19:16:03,  70.0, tleonard(EVA),"  Current spike, localized B minima, Vx, Vy, and Vz reversals"
2017-08-11/19:16:03 - 2017-08-11/19:18:03,  70.0, tleonard(EVA),"  Current spike, localized B minima, Vx, Vy, and Vz reversals"
2017-08-11/19:18:03 - 2017-08-11/19:20:03,  70.0, tleonard(EVA),"  Current spike, localized B minima, Vx, Vy, and Vz reversals"
2017-08-11/20:27:03 - 2017-08-11/20:29:33, 140.0, tleonard(EVA)," Beginning of dipolarization with ion density enhancement, Bz enhancement, Jtot spike"
