DATETIME,FOM,ID,DISCUSSION
2017-09-05/21:46:33 - 2017-09-05/21:47:13,   0.1, yvernisse(EVA),  
2017-09-06/00:08:23 - 2017-09-06/00:09:43, 100.0, yvernisse(EVA),  Partial MP crossing with low flow
2017-09-06/00:09:43 - 2017-09-06/00:11:03, 100.0, yvernisse(EVA),  Partial MP crossing with low flow
2017-09-06/00:11:03 - 2017-09-06/00:13:33, 115.0, yvernisse(EVA),  Partial MP crossing with current sheets and B minimum
2017-09-06/00:14:53 - 2017-09-06/00:16:43, 105.0, yvernisse(EVA),  Partial MP crossings with current sharp current sheets
2017-09-06/00:16:43 - 2017-09-06/00:18:33, 105.0, yvernisse(EVA),  Partial MP crossings with current sharp current sheets
2017-09-06/00:43:53 - 2017-09-06/00:45:23, 155.0, yvernisse(EVA),  Strong shear current sheet with B minimum and small flow reversal: possible IDR
2017-09-06/00:45:23 - 2017-09-06/00:46:33,  60.0, yvernisse(EVA),  fill
2017-09-06/00:46:33 - 2017-09-06/00:48:03, 115.0, yvernisse(EVA),  Partial MP crossing with current sheets and waves and flows
2017-09-06/00:48:03 - 2017-09-06/00:49:43, 110.0, yvernisse(EVA),  Partial MP crossing with current sheets and flows
2017-09-06/01:14:23 - 2017-09-06/01:17:03,  75.0, yvernisse(EVA),  Boundary layer with low flows
2017-09-06/01:17:03 - 2017-09-06/01:19:03, 105.0, yvernisse(EVA),  Partial MP crossings with waves
2017-09-06/01:19:03 - 2017-09-06/01:21:13, 105.0, yvernisse(EVA),  Partial MP crossings with waves
2017-09-06/01:21:13 - 2017-09-06/01:23:13, 105.0, yvernisse(EVA),  Partial MP crossings with waves
2017-09-06/01:25:03 - 2017-09-06/01:27:23,  80.0, yvernisse(EVA),  Boundary layer with waves and low flows
2017-09-06/01:27:23 - 2017-09-06/01:29:53,  80.0, yvernisse(EVA),  Boundary layer with waves and low flows
2017-09-06/01:29:53 - 2017-09-06/01:32:13,  80.0, yvernisse(EVA),  Boundary layer with waves and low flows
2017-09-06/01:33:33 - 2017-09-06/01:35:43, 130.0, yvernisse(EVA),  Partial MP crossing with flow reversal and B minimum
2017-09-06/01:35:43 - 2017-09-06/01:37:13, 110.0, yvernisse(EVA),  Partial MP crossings with current sheets
2017-09-06/01:37:13 - 2017-09-06/01:38:03,  80.0, yvernisse(EVA),  Fill
2017-09-06/01:38:03 - 2017-09-06/01:40:33, 150.0, yvernisse(EVA),"  Partial MP crossing with strong current sheet and flow reversal, B minimum, and waves"
2017-09-06/03:59:03 - 2017-09-06/04:00:53, 120.0, yvernisse(EVA),"  Full MP crossing mid shear, no large jet"
2017-09-06/04:00:53 - 2017-09-06/04:02:53, 120.0, yvernisse(EVA),"  Full MP crossing mid shear, no large jet"
2017-09-06/04:02:53 - 2017-09-06/04:04:43, 120.0, yvernisse(EVA),"  Full MP crossing mid shear, no large jet"
