DATETIME,FOM,ID,DISCUSSION
2019-10-15/18:21:03 - 2019-10-15/18:25:13,  65.0, margall(EVA)," Boundary layer w/ dB/B~1, Vy, Vz reversals"
2019-10-15/18:25:13 - 2019-10-15/18:29:33,  65.0, margall(EVA)," Boundary layer w/ dB/B~1, Vy, Vz reversals"
2019-10-15/18:52:23 - 2019-10-15/18:55:43, 125.0, margall(EVA)," BL w/diffB~1, Vx reversal"
2019-10-15/18:55:43 - 2019-10-15/18:59:03, 125.0, margall(EVA)," BL w/diffB~1, Vx reversal"
2019-10-15/19:04:53 - 2019-10-15/19:08:03, 100.0, margall(EVA)," BL, KH-like oscillation"
2019-10-15/19:11:33 - 2019-10-15/19:14:23, 100.0, margall(EVA)," BL, KH-like oscillation"
2019-10-15/19:17:53 - 2019-10-15/19:20:53, 100.0, margall(EVA)," BL, KH-like oscillation"
2019-10-15/19:22:23 - 2019-10-15/19:24:23, 100.0, margall(EVA)," BL, KH-like oscillation"
2019-10-15/19:26:43 - 2019-10-15/19:29:03, 100.0, margall(EVA)," BL, KH-like oscillation"
2019-10-15/19:31:53 - 2019-10-15/19:36:43, 100.0, margall(EVA)," BL, KH-like oscillation"
2019-10-15/19:41:53 - 2019-10-15/19:46:13, 100.0, margall(EVA)," BL, KH-like oscillations, more complete exit into MSH"
2019-10-15/19:46:13 - 2019-10-15/19:50:43, 100.0, margall(EVA)," BL, KH-like oscillations, more complete exit into MSH"
2019-10-15/19:54:03 - 2019-10-15/19:58:43, 100.0, margall(EVA), BL; KH-like oscillations
2019-10-15/20:03:43 - 2019-10-15/20:05:23,  85.0, margall(EVA), BL; KH-like oscillations
2019-10-15/20:06:13 - 2019-10-15/20:08:23, 100.0, margall(EVA), BL; KH-like oscillation; large diffB
2019-10-15/20:14:13 - 2019-10-15/20:16:33, 125.0, margall(EVA), Exit BL into MSH proper; narrow CSs
2019-10-15/20:16:33 - 2019-10-15/20:19:03, 125.0, margall(EVA), Exit BL into MSH proper; narrow CSs
2019-10-15/20:19:03 - 2019-10-15/20:21:23, 125.0, margall(EVA), Exit BL into MSH proper; narrow CSs
2019-10-15/21:03:23 - 2019-10-15/21:07:43, 125.0, margall(EVA)," MSH CS, |B| null, mirror modes"
2019-10-15/21:58:53 - 2019-10-15/21:59:33, 125.0, margall(EVA)," Two MSH CS, |B| holes"
2019-10-15/22:02:13 - 2019-10-15/22:03:03,  85.0, margall(EVA), MSH fields rotation with enhanced diffB
2019-10-15/23:37:23 - 2019-10-15/23:39:23, 125.0, margall(EVA), Bow shock
2019-10-15/23:39:23 - 2019-10-15/23:41:23, 125.0, margall(EVA), Bow shock
2019-10-15/23:41:23 - 2019-10-15/23:43:33, 125.0, margall(EVA), Bow shock
2019-10-15/23:43:33 - 2019-10-15/23:45:33, 125.0, margall(EVA), Bow shock
2019-10-15/23:53:43 - 2019-10-15/23:55:33, 125.0, margall(EVA), Bow shock
2019-10-16/00:00:43 - 2019-10-16/00:03:03, 125.0, margall(EVA), Bow shock with reflected ions
2019-10-16/00:03:53 - 2019-10-16/00:04:53, 125.0, margall(EVA), Bow shock
2019-10-16/00:24:53 - 2019-10-16/00:25:13, 125.0, margall(EVA), MSH CS
2019-10-16/06:52:43 - 2019-10-16/06:53:53, 125.0, margall(EVA), MSH CS
2019-10-16/07:55:33 - 2019-10-16/08:00:23, 125.0, margall(EVA)," BL, weak |B|, flow enhancements"
2019-10-16/10:58:43 - 2019-10-16/11:00:43,  85.0, margall(EVA), Turbulent MSH
2019-10-16/11:00:43 - 2019-10-16/11:02:53,  85.0, margall(EVA), Turbulent MSH
2019-10-16/11:02:53 - 2019-10-16/11:04:53,  85.0, margall(EVA), Turbulent MSH
2019-10-16/12:54:23 - 2019-10-16/12:58:43,  74.0, margall(EVA), Turbulent MSH
2019-10-16/12:58:43 - 2019-10-16/13:03:03,  74.0, margall(EVA), Turbulent MSH
2019-10-16/13:03:03 - 2019-10-16/13:07:23,  74.0, margall(EVA), Turbulent MSH
2019-10-16/13:07:23 - 2019-10-16/13:11:43,  74.0, margall(EVA), Turbulent MSH
2019-10-16/13:11:43 - 2019-10-16/13:16:03,  74.0, margall(EVA), Turbulent MSH
2019-10-17/13:03:13 - 2019-10-17/13:06:33, 125.0, margall(EVA)," MSH CS, flow enhancement, small |B|"
2019-10-17/16:39:43 - 2019-10-17/16:44:23, 150.0, margall(EVA)," bifurcated CS, enhanced diffB, |B|<2nT"
2019-10-17/16:54:33 - 2019-10-17/16:55:13, 100.0, margall(EVA)," BL, weak |B|, enhanced diffB"
2019-10-17/16:55:13 - 2019-10-17/16:59:03,  85.0, margall(EVA), Boundary layer
2019-10-17/17:55:13 - 2019-10-17/18:00:33,  85.0, margall(EVA), BL 
2019-10-17/18:03:13 - 2019-10-17/18:07:33,  85.0, margall(EVA), BL
2019-10-17/18:07:53 - 2019-10-17/18:10:33, 100.0, margall(EVA)," BL, magnetic hole, enhanced diffB "
2019-10-17/18:12:23 - 2019-10-17/18:16:53,  85.0, margall(EVA), BL to MSH transition
2019-10-17/18:16:53 - 2019-10-17/18:21:23,  85.0, margall(EVA), BL to MSH transition
2019-10-17/18:39:53 - 2019-10-17/18:43:43,  85.0, margall(EVA), Boundary layer
2019-10-17/18:50:43 - 2019-10-17/18:53:43,  85.0, margall(EVA), Boundary layer
2019-10-17/18:53:43 - 2019-10-17/18:56:43,  85.0, margall(EVA), Boundary layer
2019-10-17/19:00:03 - 2019-10-17/19:03:13,  85.0, margall(EVA), Boundary layer
2019-10-17/19:05:23 - 2019-10-17/19:08:33,  85.0, margall(EVA), Boundary layer
2019-10-17/19:10:03 - 2019-10-17/19:14:23, 100.0, margall(EVA)," Boundary layer, several diffB spikes and magnetic holes"
2019-10-17/19:20:03 - 2019-10-17/19:21:03,  90.0, margall(EVA), Deep magnetic hole in MSH
2019-10-17/19:46:23 - 2019-10-17/19:48:53, 125.0, margall(EVA), Sharp BL CS
2019-10-17/19:50:53 - 2019-10-17/19:52:03,  85.0, margall(EVA), Boundary layer
2019-10-17/20:00:03 - 2019-10-17/20:03:23,  85.0, margall(EVA), Boundary layer
2019-10-17/20:03:23 - 2019-10-17/20:06:43,  85.0, margall(EVA), Boundary layer
2019-10-17/20:08:43 - 2019-10-17/20:10:53,  85.0, margall(EVA), Boundary layer
2019-10-17/20:12:13 - 2019-10-17/20:14:23,  85.0, margall(EVA), Boundary layer
2019-10-17/20:14:43 - 2019-10-17/20:16:23,  85.0, margall(EVA), Boundary layer
2019-10-17/20:24:33 - 2019-10-17/20:28:33,  85.0, margall(EVA), Boundary layer
2019-10-17/20:33:23 - 2019-10-17/20:35:53, 100.0, margall(EVA)," Exit BL into MSH, several diffB peaks"
2019-10-17/21:11:53 - 2019-10-17/21:14:03, 100.0, margall(EVA)," BL, CS and magnetic hole"
2019-10-17/21:15:53 - 2019-10-17/21:18:43,  85.0, margall(EVA), Boundary layer
2019-10-17/21:22:23 - 2019-10-17/21:24:03,  85.0, margall(EVA), Boundary layer
2019-10-17/21:25:33 - 2019-10-17/21:27:23,  85.0, margall(EVA), Boundary layer
2019-10-17/21:34:03 - 2019-10-17/21:39:43, 100.0, margall(EVA), BL with several diffB peaks
2019-10-17/21:39:43 - 2019-10-17/21:41:43,  85.0, margall(EVA)," BL, transition from MSH-like to MSP-like"
2019-10-17/21:42:53 - 2019-10-17/21:45:53,  85.0, margall(EVA), Boundary layer
2019-10-17/21:46:53 - 2019-10-17/21:48:13, 125.0, margall(EVA), Partial MP crossing
2019-10-17/21:48:13 - 2019-10-17/21:51:33,  85.0, margall(EVA), Boundary layer
2019-10-17/22:35:53 - 2019-10-17/22:39:23, 125.0, margall(EVA), Two low shear MP crossings
2019-10-17/22:44:33 - 2019-10-17/22:46:13, 125.0, margall(EVA), Partial low-shear MP crossing
2019-10-17/22:48:53 - 2019-10-17/22:53:53, 125.0, margall(EVA), Low shear partial and full MP crossing
2019-10-17/22:59:33 - 2019-10-17/23:03:03, 125.0, margall(EVA), Low-shear MP crossing
2019-10-17/23:05:43 - 2019-10-17/23:07:23, 125.0, margall(EVA), low-shear MP crossing
2019-10-17/23:10:33 - 2019-10-17/23:12:23, 100.0, margall(EVA), Low-shear partial MP crossing
2019-10-17/23:13:13 - 2019-10-17/23:15:53, 100.0, margall(EVA), Low-shear partial MP crossing
2019-10-17/23:39:13 - 2019-10-17/23:41:33, 100.0, margall(EVA), Low-shear partial MP crossing
2019-10-18/01:01:03 - 2019-10-18/01:05:13, 125.0, margall(EVA)," BL, B-field rotation, Vx jet, density peak"
2019-10-18/03:07:03 - 2019-10-18/03:12:53, 150.0, margall(EVA)," low-shear MP crossing, Vx jet"
2019-10-18/04:09:23 - 2019-10-18/04:12:23, 125.0, margall(EVA), Partial MP crossings with O+
2019-10-18/05:25:53 - 2019-10-18/05:30:13,  85.0, margall(EVA), Boundary layer
2019-10-18/05:30:13 - 2019-10-18/05:34:43,  85.0, margall(EVA), Boundary layer
2019-10-18/05:52:43 - 2019-10-18/05:56:33,  85.0, margall(EVA), Boundary layer
2019-10-18/05:56:33 - 2019-10-18/06:00:33,  85.0, margall(EVA), Boundary layer
2019-10-18/06:00:33 - 2019-10-18/06:04:23,  85.0, margall(EVA), Boundary layer
