DATETIME,FOM,ID,DISCUSSION
2017-01-03/02:13:43 - 2017-01-03/02:15:33, 115.0, icohen(EVA)," Partial MP crossing, low shear, strong flows with reversal, moderate currents and E-field activity"
2017-01-03/02:15:33 - 2017-01-03/02:17:33, 115.0, icohen(EVA)," Partial MP crossing, low shear, strong flows with reversal, moderate currents and E-field activity"
2017-01-03/02:17:33 - 2017-01-03/02:19:23, 115.0, icohen(EVA)," Partial MP crossing, low shear, strong flows with reversal. moderate currents and E-field activity"
2017-01-03/02:28:13 - 2017-01-03/02:30:33, 115.0, icohen(EVA)," Partial MP crossing, moderate-high shear. strong flows, moderate currents and E-field activity"
2017-01-03/02:30:33 - 2017-01-03/02:32:53, 115.0, icohen(EVA)," Partial MP crossing, moderate-high shear. strong flows, moderate currents and E-field activity"
2017-01-03/02:32:53 - 2017-01-03/02:35:13, 115.0, icohen(EVA)," Partial MP crossing, moderate-high shear. strong flows, moderate currents and E-field activity"
2017-01-03/02:35:13 - 2017-01-03/02:38:23, 115.0, icohen(EVA)," Partial MP crossing, moderate-high shear. strong flows, moderate currents and E-field activity"
2017-01-03/02:40:13 - 2017-01-03/02:43:13, 115.0, icohen(EVA)," Partial MP crossing, low shear, very strong flows and E-field activity, moderate currents"
2017-01-03/02:43:13 - 2017-01-03/02:45:33, 175.0, icohen(EVA)," Full MP crossing, high shear, Bmin, strong flows and E-field activity, very strong currents"
2017-01-03/02:45:33 - 2017-01-03/02:48:03, 175.0, icohen(EVA)," Full MP crossing, high shear, Bmin, strong flows and E-field activity, very strong currents"
2017-01-03/05:08:23 - 2017-01-03/05:09:43, 125.0, icohen(EVA), Several turbulent magnetosheath CS
2017-01-03/05:09:43 - 2017-01-03/05:11:03, 125.0, icohen(EVA), Several turbulent magnetosheath CS
2017-01-03/05:16:53 - 2017-01-03/05:19:03,  75.0, icohen(EVA), BS crossing
2017-01-03/05:19:03 - 2017-01-03/05:21:23,  75.0, icohen(EVA), BS crossing
2017-01-03/05:21:23 - 2017-01-03/05:23:33,  75.0, icohen(EVA), BS crossing
2017-01-03/05:23:33 - 2017-01-03/05:25:53,  99.0, icohen(EVA), BS crossing
2017-01-03/05:25:53 - 2017-01-03/05:27:43,  99.0, icohen(EVA), Ion foreshock
2017-01-03/05:27:43 - 2017-01-03/05:29:33,  40.0, icohen(EVA), Ion foreshock
2017-01-03/05:29:33 - 2017-01-03/05:31:23,  40.0, icohen(EVA), Ion foreshock
2017-01-03/05:44:13 - 2017-01-03/05:44:43, 125.0, icohen(EVA), SW current sheet
2017-01-03/05:45:23 - 2017-01-03/05:45:53, 115.0, icohen(EVA), SW current sheet
2017-01-03/05:47:33 - 2017-01-03/05:48:03, 125.0, icohen(EVA), SW current sheet
2017-01-03/05:50:23 - 2017-01-03/05:50:53, 125.0, icohen(EVA), SW current sheet
2017-01-03/05:53:23 - 2017-01-03/05:54:03, 125.0, icohen(EVA), SW current sheet
2017-01-03/05:56:03 - 2017-01-03/05:56:33, 125.0, icohen(EVA), SW current sheet
2017-01-03/06:26:13 - 2017-01-03/06:28:33,  40.0, icohen(EVA), Foreshock activity
2017-01-03/06:28:33 - 2017-01-03/06:30:53,  40.0, icohen(EVA), Foreshock activity
2017-01-03/06:30:53 - 2017-01-03/06:33:13,  40.0, icohen(EVA), Foreshock activity
2017-01-03/06:33:13 - 2017-01-03/06:35:23,  40.0, icohen(EVA), Foreshock activity
2017-01-03/06:35:23 - 2017-01-03/06:37:43,  40.0, icohen(EVA), Foreshock activity
2017-01-03/06:37:43 - 2017-01-03/06:40:03,  40.0, icohen(EVA), Foreshock activity
2017-01-03/06:40:03 - 2017-01-03/06:42:23,  40.0, icohen(EVA), Foreshock activity
2017-01-03/06:42:23 - 2017-01-03/06:44:43,  40.0, icohen(EVA), Foreshock activity
2017-01-03/06:53:43 - 2017-01-03/06:54:13, 125.0, icohen(EVA), SW current sheet
2017-01-03/07:15:43 - 2017-01-03/07:16:13, 125.0, icohen(EVA), SW current sheet
2017-01-03/07:21:43 - 2017-01-03/07:23:13,  80.0, icohen(EVA), Foreshock activity with strong current sheet
2017-01-03/07:23:13 - 2017-01-03/07:24:53,  80.0, icohen(EVA), Foreshock activity
2017-01-03/07:45:23 - 2017-01-03/07:47:53,  40.0, icohen(EVA), Foreshock activity
2017-01-03/07:47:53 - 2017-01-03/07:50:23,  40.0, icohen(EVA), Foreshock activity
2017-01-03/07:50:23 - 2017-01-03/07:52:53,  40.0, icohen(EVA), Foreshock activity
2017-01-03/07:52:53 - 2017-01-03/07:55:23,  40.0, icohen(EVA), Foreshock activity
2017-01-03/07:55:23 - 2017-01-03/07:57:53,  40.0, icohen(EVA), Foreshock activity
