DATETIME,FOM,ID,DISCUSSION
2020-03-07/09:13:23 - 2020-03-07/09:15:43,  55.0, svines(EVA)," Msphere ICW, lower band chorus "
2020-03-07/09:15:43 - 2020-03-07/09:18:03,  55.0, svines(EVA)," Msphere ICW, lower band chorus "
2020-03-07/09:18:03 - 2020-03-07/09:20:23,  55.0, svines(EVA)," Msphere ICW, lower band chorus "
2020-03-07/09:20:23 - 2020-03-07/09:22:43,  55.0, svines(EVA)," Msphere ICW, lower band chorus "
2020-03-07/09:22:43 - 2020-03-07/09:25:03,  55.0, svines(EVA)," Msphere ICW, lower band chorus "
2020-03-07/09:25:03 - 2020-03-07/09:27:13,  55.0, svines(EVA)," Msphere ICW, lower band chorus "
2020-03-07/09:27:13 - 2020-03-07/09:29:33,  55.0, svines(EVA)," Msphere ICW, lower band chorus "
2020-03-07/09:29:33 - 2020-03-07/09:31:53,  55.0, svines(EVA)," Msphere ICW, lower band chorus "
2020-03-07/09:31:53 - 2020-03-07/09:34:13,  55.0, svines(EVA)," Msphere ICW, lower band chorus "
2020-03-07/09:34:13 - 2020-03-07/09:36:33,  55.0, svines(EVA)," Msphere ICW, lower band chorus "
2020-03-07/09:36:33 - 2020-03-07/09:38:53,  55.0, svines(EVA)," Msphere ICW, lower band chorus "
2020-03-07/09:38:53 - 2020-03-07/09:41:13,  55.0, svines(EVA)," Msphere ICW, lower band chorus "
2020-03-07/09:41:13 - 2020-03-07/09:43:23,  83.0, svines(EVA), MSPH ICW and Lower Band Chorus
2020-03-07/09:43:23 - 2020-03-07/09:45:43,  83.0, svines(EVA), MSPH ICW and Lower Band Chorus
2020-03-07/09:45:43 - 2020-03-07/09:48:13,  83.0, svines(EVA), MSPH ICW and Lower Band Chorus
2020-03-07/09:48:13 - 2020-03-07/09:50:43,  83.0, svines(EVA), MSPH ICW and Lower Band Chorus
2020-03-07/09:50:43 - 2020-03-07/09:53:03,  83.0, svines(EVA), MSPH ICW and Lower Band Chorus
2020-03-07/09:53:03 - 2020-03-07/09:55:33,  83.0, svines(EVA), MSPH ICW and Lower Band Chorus
2020-03-07/09:55:33 - 2020-03-07/09:58:03,  83.0, svines(EVA), MSPH ICW and Lower Band Chorus
2020-03-07/09:58:03 - 2020-03-07/10:00:33,  83.0, svines(EVA), MSPH ICW and Lower Band Chorus
2020-03-07/10:00:33 - 2020-03-07/10:02:53,  83.0, svines(EVA), MSPH ICW and Lower Band Chorus
2020-03-07/10:02:53 - 2020-03-07/10:05:23,  83.0, svines(EVA), MSPH ICW and Lower Band Chorus
2020-03-07/10:23:33 - 2020-03-07/10:26:03,  55.0, svines(EVA), ICW and luwer band chorus 
2020-03-07/10:26:03 - 2020-03-07/10:28:33,  55.0, svines(EVA), ICW and luwer band chorus 
2020-03-07/10:28:33 - 2020-03-07/10:31:03,  55.0, svines(EVA), ICW and luwer band chorus 
2020-03-07/10:31:03 - 2020-03-07/10:33:33,  55.0, svines(EVA), ICW and luwer band chorus 
2020-03-07/10:33:33 - 2020-03-07/10:36:03,  55.0, svines(EVA), ICW and luwer band chorus 
2020-03-07/10:36:03 - 2020-03-07/10:38:33,  55.0, svines(EVA), ICW and luwer band chorus 
2020-03-07/10:38:33 - 2020-03-07/10:41:03,  55.0, svines(EVA), ICW and luwer band chorus 
2020-03-07/10:46:03 - 2020-03-07/10:48:33,  55.0, svines(EVA), ICW and luwer band chorus 
2020-03-07/10:48:33 - 2020-03-07/10:51:03,  55.0, svines(EVA), ICW and luwer band chorus 
2020-03-07/10:51:03 - 2020-03-07/10:53:33,  55.0, svines(EVA), ICW and luwer band chorus 
2020-03-07/10:53:33 - 2020-03-07/10:56:03,  55.0, svines(EVA), ICW and luwer band chorus 
2020-03-07/10:56:03 - 2020-03-07/10:58:33,  55.0, svines(EVA), ICW and luwer band chorus 
2020-03-07/10:58:33 - 2020-03-07/11:01:03,  55.0, svines(EVA), ICW and luwer band chorus 
2020-03-07/11:06:43 - 2020-03-07/11:10:53, 110.0, svines(EVA), partial MP and boundary layer
2020-03-07/11:10:53 - 2020-03-07/11:12:43, 110.0, svines(EVA), partial MP and boundary layer
2020-03-07/11:12:43 - 2020-03-07/11:14:43, 110.0, svines(EVA), partial MP and boundary layer
2020-03-07/11:14:43 - 2020-03-07/11:16:33, 110.0, svines(EVA), partial MP and boundary layer
2020-03-07/11:16:33 - 2020-03-07/11:18:33, 110.0, svines(EVA), partial MP and boundary layer
2020-03-07/11:18:33 - 2020-03-07/11:20:33, 149.0, svines(EVA), multiple MP CRs with Vz jets 200 km/s
2020-03-07/11:20:33 - 2020-03-07/11:23:03, 149.0, svines(EVA), multiple MP CRs with Vz jets 200 km/s
2020-03-07/11:23:03 - 2020-03-07/11:25:23, 149.0, svines(EVA), multiple MP CRs with Vz jets 200 km/s
2020-03-07/11:25:23 - 2020-03-07/11:27:53, 165.0, svines(EVA), multiple MP CRs with Vz jets 200 km/s
2020-03-07/11:27:53 - 2020-03-07/11:30:13, 165.0, svines(EVA), multiple MP CRs with Vz jets 200 km/s
2020-03-07/11:30:13 - 2020-03-07/11:34:53, 165.0, sboardsen(EVA), multiple MP CRs with Vz jets 200 km/s
2020-03-07/11:34:53 - 2020-03-07/11:37:23, 165.0, svines(EVA), multiple MP CRs with Vz jets 200 km/s
2020-03-07/11:37:23 - 2020-03-07/11:39:53, 165.0, svines(EVA), multiple MP CRs with Vz jets 200 km/s
2020-03-07/11:39:53 - 2020-03-07/11:42:23, 149.0, svines(EVA), multiple MP CRs with Vz jets 200 km/s
2020-03-07/11:42:23 - 2020-03-07/11:45:33, 149.0, svines(EVA), partial MP with Vz jets 200 km/s and BMIN
2020-03-07/11:45:33 - 2020-03-07/11:50:23, 149.0, svines(EVA), partial MP with Vz jets 200 km/s and BMIN
2020-03-07/12:31:33 - 2020-03-07/12:36:13,  90.0, sboardsen(EVA), MSH turbulence
2020-03-07/12:36:13 - 2020-03-07/12:40:23,  90.0, svines(EVA), MSH turbulence
2020-03-07/12:40:23 - 2020-03-07/12:43:33,  90.0, svines(EVA)," Partial bow shock crossing, downstream sheath turbulent fields"
2020-03-07/12:43:33 - 2020-03-07/12:47:13,  90.0, svines(EVA)," Partial bow shock crossing, downstream sheath turbulent fields"
2020-03-07/12:47:13 - 2020-03-07/12:49:33,  90.0, svines(EVA), Partial BS crossing with foreshock ions
2020-03-07/12:49:33 - 2020-03-07/12:51:53,  90.0, svines(EVA), Partial BS crossing with foreshock ions
2020-03-07/12:51:53 - 2020-03-07/12:54:13,  90.0, svines(EVA), Partial BS crossing with foreshock ions
2020-03-07/12:54:13 - 2020-03-07/12:56:33,  90.0, svines(EVA), Partial BS crossing with foreshock ions
2020-03-07/12:56:33 - 2020-03-07/12:59:03,  90.0, svines(EVA), BS CR
2020-03-07/12:59:03 - 2020-03-07/13:01:03,  90.0, svines(EVA), Brief BS Crossing with energetic foreshock ions
2020-03-07/13:01:03 - 2020-03-07/13:03:03,  90.0, svines(EVA), Brief BS Crossing with energetic foreshock ions
2020-03-07/13:03:03 - 2020-03-07/13:05:03,  90.0, svines(EVA), Brief BS Crossing with energetic foreshock ions
2020-03-07/13:05:03 - 2020-03-07/13:08:13, 100.0, svines(EVA), BS Crossing with energetic foreshock ions
2020-03-07/13:25:53 - 2020-03-07/13:29:03, 105.0, svines(EVA), foreshock transient
2020-03-07/13:32:53 - 2020-03-07/13:34:33, 105.0, sboardsen(EVA), forechock transient
2020-03-07/13:45:23 - 2020-03-07/13:48:13, 110.0, svines(EVA)," Solar wind current sheet, bifurcated Bz "
2020-03-07/14:47:13 - 2020-03-07/14:51:33, 100.0, svines(EVA), Solar wind current sheet structure 
2020-03-07/14:51:33 - 2020-03-07/14:53:03,  70.0, svines(EVA), Solar wind current sheet structure 
2020-03-07/14:53:03 - 2020-03-07/14:55:03,  70.0, svines(EVA), Solar wind current sheet structure 
