DATETIME,FOM,ID,DISCUSSION
2016-12-25/02:43:24 - 2016-12-25/02:44:44,  70.0, dturner(EVA),  MSH activity
2016-12-25/02:44:44 - 2016-12-25/02:46:04,  70.0, dturner(EVA),  MSH activity
2016-12-25/02:48:24 - 2016-12-25/02:50:04, 175.0, tphan(EVA),  complete MP
2016-12-25/02:50:04 - 2016-12-25/02:51:54, 175.0, tphan(EVA),  complete MP
2016-12-25/02:51:54 - 2016-12-25/02:53:34, 175.0, tphan(EVA),  complete MP
2016-12-25/02:54:14 - 2016-12-25/02:56:04, 125.0, tphan(EVA),  partial MP
2016-12-25/02:57:04 - 2016-12-25/02:58:44, 175.0, tphan(EVA), complete MP
2016-12-25/02:58:44 - 2016-12-25/03:00:24, 175.0, tphan(EVA), complete MP
2016-12-25/03:14:24 - 2016-12-25/03:15:14,  50.0, dturner(EVA), MSH activity
2016-12-25/03:18:04 - 2016-12-25/03:19:14,  55.0, dturner(EVA), MSH activity
2016-12-25/04:27:34 - 2016-12-25/04:30:04, 125.0, dturner(EVA),  MSH CS
2016-12-25/04:47:24 - 2016-12-25/04:48:54, 125.0, dturner(EVA),  MSH CS
2016-12-25/05:53:24 - 2016-12-25/05:54:44,  55.0, dturner(EVA), MSH activity
2016-12-25/05:55:44 - 2016-12-25/05:56:54, 125.0, dturner(EVA), MSH CS
2016-12-25/06:10:24 - 2016-12-25/06:11:44,  70.0, dturner(EVA), MSH activity
2016-12-25/07:16:14 - 2016-12-25/07:18:14,  60.0, dturner(EVA), MSH activity
2016-12-25/07:18:14 - 2016-12-25/07:20:24,  60.0, dturner(EVA), MSH activity
2016-12-25/08:50:54 - 2016-12-25/08:53:04,  60.0, dturner(EVA), MS activity
2016-12-25/08:53:04 - 2016-12-25/08:55:14,  60.0, dturner(EVA), MS activity
2016-12-25/09:17:14 - 2016-12-25/09:18:34,  65.0, dturner(EVA)," Close to BS, strong E-fields"
2016-12-25/09:22:24 - 2016-12-25/09:24:34,  60.0, dturner(EVA), BS crossing
2016-12-25/09:28:04 - 2016-12-25/09:29:54,  55.0, dturner(EVA), BS crossing
2016-12-25/09:46:24 - 2016-12-25/09:48:34,  55.0, dturner(EVA), BS crossing
2016-12-25/09:56:24 - 2016-12-25/09:57:34,  50.0, dturner(EVA), BS crossing
2016-12-25/10:36:44 - 2016-12-25/10:37:24,  75.0, dturner(EVA), MSH activity
2016-12-25/11:12:24 - 2016-12-25/11:13:44,  65.0, dturner(EVA), MSH activity
2016-12-25/11:16:04 - 2016-12-25/11:17:44,  60.0, dturner(EVA), MSH activity
2016-12-25/11:17:44 - 2016-12-25/11:19:34,  60.0, dturner(EVA), MSH activity
2016-12-25/11:48:54 - 2016-12-25/11:50:14,  77.7, ABS,  
2016-12-25/11:53:14 - 2016-12-25/11:54:34,  86.7, ABS,  
2016-12-25/11:59:44 - 2016-12-25/12:01:14,  60.0, dturner(EVA), BS crossing
2016-12-25/12:02:54 - 2016-12-25/12:04:14,  60.0, dturner(EVA), BS crossing
2016-12-25/12:16:54 - 2016-12-25/12:18:14,  55.0, dturner(EVA), MSH activity
2016-12-25/12:18:14 - 2016-12-25/12:19:44,  55.0, dturner(EVA), MSH activity
2016-12-25/12:37:34 - 2016-12-25/12:38:44,  70.0, dturner(EVA), MSH activity
2016-12-25/14:42:04 - 2016-12-25/14:43:44, 175.0, tphan(EVA)," MP crossing, high shear"
2016-12-25/14:43:44 - 2016-12-25/14:45:34, 175.0, tphan(EVA)," MP crossing, high shear"
2016-12-25/14:46:54 - 2016-12-25/14:48:14, 145.0, dturner(EVA)," Partial MP, weak B-fields, strong E-fields"
2016-12-25/14:48:14 - 2016-12-25/14:49:34, 145.0, dturner(EVA)," Partial MP, weak B-fields, strong E-fields"
2016-12-25/14:51:44 - 2016-12-25/14:53:54, 115.0, dturner(EVA), Partial MP crossings
2016-12-25/15:02:34 - 2016-12-25/15:04:24, 160.0, tphan(EVA),  complete MP
2016-12-25/15:04:24 - 2016-12-25/15:06:14, 160.0, tphan(EVA),  complete MP
2016-12-25/15:06:14 - 2016-12-25/15:08:04, 160.0, tphan(EVA),  complete MP
2016-12-25/15:08:04 - 2016-12-25/15:09:44,  60.0, tphan(EVA),  partial
2016-12-25/15:20:04 - 2016-12-25/15:21:14,  40.0, dturner(EVA), BL
2016-12-25/15:58:44 - 2016-12-25/16:00:14, 175.0, dturner(EVA)," Full MP crossing, high shear"
2016-12-25/16:00:14 - 2016-12-25/16:01:44, 175.0, dturner(EVA),"  Full MP crossing, high shear"
