DATETIME,FOM,ID,DISCUSSION
2018-07-03/14:42:03 - 2018-07-03/14:44:13,  90.0, dozturk(EVA),"  PSBL encounter, fow enhancements in Vx, fluctuations in magnetic field"
2018-07-03/14:44:13 - 2018-07-03/14:46:33,  90.0, dozturk(EVA),"  PSBL encounter, fow enhancements in Vx, fluctuations in magnetic field"
2018-07-03/14:46:33 - 2018-07-03/14:48:43,  90.0, dozturk(EVA),"  PSBL encounter, fow enhancements in Vx, fluctuations in magnetic field"
2018-07-03/14:48:43 - 2018-07-03/14:51:03,  90.0, dozturk(EVA),"  PSBL encounter, fow enhancements in Vx, fluctuations in magnetic field"
2018-07-03/14:51:03 - 2018-07-03/14:53:13,  90.0, dozturk(EVA),"  PSBL encounter, fow enhancements in Vx, fluctuations in magnetic field"
2018-07-03/14:53:13 - 2018-07-03/14:55:33,  90.0, dozturk(EVA),"  PSBL encounter, fow enhancements in Vx, fluctuations in magnetic field"
2018-07-03/15:06:23 - 2018-07-03/15:08:43,  80.0, dozturk(EVA),"  possible TCR, enhancement in Bx and Bz components"
2018-07-03/15:12:53 - 2018-07-03/15:13:43, 120.0, dozturk(EVA),"  Dipolarization front, strong dipolar Bz, flow enhancement in + Vx"
2018-07-03/15:13:43 - 2018-07-03/15:16:13,  90.0, dozturk(EVA),"  Neutral sheet encounter, enhancement in Bz, flow reversal"
2018-07-03/15:21:33 - 2018-07-03/15:22:13, 100.0, dozturk(EVA),  Fluxtuations in Bz
2018-07-03/15:49:43 - 2018-07-03/15:51:43,  90.0, dozturk(EVA),"  Current sheet crossing, flow enhancements in +x direction, Bz fluctuations"
2018-07-03/15:51:43 - 2018-07-03/15:52:43, 100.0, dozturk(EVA),"  Dipolarization front, flow enhancements in +x"
2018-07-03/15:59:43 - 2018-07-03/16:01:43,  90.0, dozturk(EVA),"  Strong Bz, flow enhancement in +x direction"
2018-07-03/16:01:43 - 2018-07-03/16:03:43,  90.0, dozturk(EVA),"  Strong Bz, flow enhancement in +x direction"
2018-07-03/16:08:13 - 2018-07-03/16:08:43,  80.0, dozturk(EVA),"  Strong Bz variation, flow enhancement in -x"
2018-07-03/16:20:13 - 2018-07-03/16:20:53, 100.0, dozturk(EVA),"  Dipolarization front, flow enhancement in -x direction"
2018-07-03/16:56:23 - 2018-07-03/16:57:53,  90.0, dozturk(EVA),  Bz and Bx fluctuations
2018-07-03/16:57:53 - 2018-07-03/16:58:33, 100.0, dozturk(EVA),"  Flow enhancement in +x direction, Bz fluctuations, current sheet crossing"
2018-07-03/17:05:13 - 2018-07-03/17:07:03,  90.0, dozturk(EVA),"  Flow enhancement in -x direction, Bz fluctuations, current sheet"
2018-07-03/17:07:03 - 2018-07-03/17:08:03, 100.0, dozturk(EVA),"  Flow reversal, current sheet crossing"
2018-07-03/20:10:53 - 2018-07-03/20:13:13,  80.0, dozturk(EVA),"  Flow enhancement in +x direction, Bz fluctuations"
2018-07-03/20:13:13 - 2018-07-03/20:15:33,  80.0, dozturk(EVA),"  Flow enhancement in +x direction, Bz fluctuations"
2018-07-03/20:15:33 - 2018-07-03/20:18:03,  80.0, dozturk(EVA),"  Flow enhancement in +x direction, Bz fluctuations"
2018-07-03/20:18:03 - 2018-07-03/20:20:33,  80.0, dozturk(EVA),"  Flow enhancement in +x direction, Bz fluctuations"
2018-07-03/20:23:03 - 2018-07-03/20:25:23,  80.0, dozturk(EVA),"  Flow enhancement in +x direction, Bz fluctuations"
2018-07-03/21:56:13 - 2018-07-03/21:58:23,  80.0, dozturk(EVA), Bz fluctuations
2018-07-03/21:58:23 - 2018-07-03/22:00:23,  80.0, dozturk(EVA), Bz fluctuations
2018-07-03/22:00:23 - 2018-07-03/22:02:33,  80.0, dozturk(EVA), Bz fluctuations
2018-07-04/10:41:23 - 2018-07-04/10:43:53,  90.0, dozturk(EVA),"  Flow reversals in the x direction, dipolarization front"
2018-07-04/10:43:53 - 2018-07-04/10:46:23,  90.0, dozturk(EVA),"  Flow reversals in the x direction, dipolarization front"
2018-07-04/10:46:23 - 2018-07-04/10:48:53,  90.0, dozturk(EVA),"  Flow reversals in the x direction, dipolarization front"
2018-07-04/10:48:53 - 2018-07-04/10:51:23,  90.0, dozturk(EVA),"  Flow reversals in the x direction, dipolarization front"
2018-07-04/10:51:23 - 2018-07-04/10:53:53,  90.0, dozturk(EVA),"  Flow reversals in the x direction, dipolarization front"
2018-07-04/10:53:53 - 2018-07-04/10:56:23,  90.0, dozturk(EVA),"  Flow reversals in the x direction, dipolarization front"
2018-07-04/10:56:23 - 2018-07-04/10:58:43,  90.0, dozturk(EVA),"  Flow reversals in the x direction, dipolarization front"
2018-07-04/10:58:43 - 2018-07-04/11:01:13,  90.0, dozturk(EVA),"  Flow reversals in the x direction, dipolarization front"
2018-07-04/11:01:13 - 2018-07-04/11:03:43,  90.0, dozturk(EVA),"  Flow reversals in the x direction, dipolarization front"
2018-07-04/11:03:43 - 2018-07-04/11:06:13,  90.0, dozturk(EVA),"  Flow reversals in the x direction, dipolarization front"
2018-07-04/11:06:13 - 2018-07-04/11:08:43,  90.0, dozturk(EVA),"  Flow reversals in the x direction, dipolarization front"
2018-07-04/11:08:43 - 2018-07-04/11:11:13,  90.0, dozturk(EVA),"  Flow reversals in the x direction, dipolarization front"
2018-07-04/11:11:13 - 2018-07-04/11:13:43,  90.0, dozturk(EVA),"  Flow reversals in the x direction, dipolarization front"
2018-07-04/16:26:33 - 2018-07-04/16:29:03,  70.0, dozturk(EVA),"  Flow enhancement, dipolarization front"
2018-07-04/16:29:03 - 2018-07-04/16:31:23,  70.0, dozturk(EVA),"  Flow enhancement, dipolarization front"
2018-07-04/16:31:23 - 2018-07-04/16:33:53,  70.0, dozturk(EVA),"  Flow enhancement, dipolarization front"
2018-07-04/16:33:53 - 2018-07-04/16:36:23,  70.0, dozturk(EVA),"  Flow enhancement, dipolarization front"
