DATETIME,FOM,ID,DISCUSSION
2019-11-09/07:46:53 - 2019-11-09/07:49:13,  60.0, svines(EVA), Long magnetopause boundary layer encounter  
2019-11-09/07:49:13 - 2019-11-09/07:51:43,  60.0, svines(EVA), Long magnetopause boundary layer encounter  
2019-11-09/07:51:43 - 2019-11-09/07:54:03,  60.0, svines(EVA), Long magnetopause boundary layer encounter  
2019-11-09/07:54:03 - 2019-11-09/07:56:33,  60.0, svines(EVA), Long magnetopause boundary layer encounter  
2019-11-09/07:56:33 - 2019-11-09/07:58:53,  60.0, svines(EVA), Long magnetopause boundary layer encounter  
2019-11-09/07:58:53 - 2019-11-09/08:01:23,  60.0, svines(EVA), Long magnetopause boundary layer encounter  
2019-11-09/08:31:03 - 2019-11-09/08:33:23, 130.0, svines(EVA)," Partial magnetopause crossings prior to full crossing, moderate shear with +Vz jets "
2019-11-09/08:33:23 - 2019-11-09/08:35:43, 130.0, svines(EVA)," Partial magnetopause crossings prior to full crossing, moderate shear with +Vz jets "
2019-11-09/08:35:43 - 2019-11-09/08:38:03, 130.0, svines(EVA)," Partial magnetopause crossings prior to full crossing, moderate shear with +Vz jets "
2019-11-09/08:38:03 - 2019-11-09/08:40:13, 130.0, svines(EVA)," Partial magnetopause crossings prior to full crossing, moderate shear with +Vz jets "
2019-11-09/08:40:13 - 2019-11-09/08:42:33, 130.0, svines(EVA)," Partial magnetopause crossings prior to full crossing, moderate shear with +Vz jets "
2019-11-09/08:42:33 - 2019-11-09/08:44:53, 130.0, svines(EVA)," Partial magnetopause crossings prior to full crossing, moderate shear with +Vz jets "
2019-11-09/08:44:53 - 2019-11-09/08:47:13, 130.0, svines(EVA)," Partial magnetopause crossings prior to full crossing, moderate shear with +Vz jets "
2019-11-09/08:47:13 - 2019-11-09/08:49:13, 150.0, svines(EVA)," Partial magnetopause crossings to full, moderate/lower shear magnetopause crossing, all with +Vz jets"
2019-11-09/08:49:13 - 2019-11-09/08:51:23, 150.0, svines(EVA)," Partial magnetopause crossings to full, moderate/lower shear magnetopause crossing, all with +Vz jets"
2019-11-09/08:51:23 - 2019-11-09/08:53:33, 150.0, svines(EVA)," Partial magnetopause crossings to full, moderate/lower shear magnetopause crossing, all with +Vz jets"
2019-11-09/08:53:33 - 2019-11-09/08:55:43, 150.0, svines(EVA)," Partial magnetopause crossings to full, moderate/lower shear magnetopause crossing, all with +Vz jets"
2019-11-09/08:55:43 - 2019-11-09/08:57:53, 150.0, svines(EVA)," Partial magnetopause crossings to full, moderate/lower shear magnetopause crossing, all with +Vz jets"
2019-11-09/09:18:13 - 2019-11-09/09:20:23,  90.0, svines(EVA), Magnetosheath flux rope/FTE? 
2019-11-09/09:33:43 - 2019-11-09/09:36:33, 110.0, svines(EVA), Magnetosheath current sheet structure with enhanced energetic particles 
2019-11-09/09:41:23 - 2019-11-09/09:44:13, 100.0, svines(EVA), Magnetosheath current sheet structure  with enhanced +Vy (flux rope/FTE?) 
2019-11-09/09:53:13 - 2019-11-09/09:55:23,  90.0, svines(EVA), Magnetosheath current sheet structure 
2019-11-09/10:22:53 - 2019-11-09/10:25:13, 100.0, svines(EVA), Magnetosheaht current sheet structure with enhanced +Vy  
2019-11-09/12:44:23 - 2019-11-09/12:45:33,  90.0, svines(EVA), Magnetosheath current sheet structure 
2019-11-09/13:32:13 - 2019-11-09/13:35:23,  80.0, svines(EVA), Turbulent magnetosheath B flucturations 
2019-11-09/14:07:23 - 2019-11-09/14:09:13,  80.0, svines(EVA), Turbulent magnetosheath B fluctuations downstream of shock
2019-11-09/14:48:13 - 2019-11-09/14:50:43,  90.0, svines(EVA)," B-field structure in the magnetosheath with enhanced density and Pdyn, followed by enhanced energetic ions "
2019-11-09/14:50:43 - 2019-11-09/14:53:13,  90.0, svines(EVA)," B-field structure in the magnetosheath with enhanced density and Pdyn, followed by enhanced energetic ions "
2019-11-09/15:07:33 - 2019-11-09/15:09:33,  90.0, svines(EVA)," Two brief, partial encounters with the quasi-perp bowshock "
2019-11-09/15:09:33 - 2019-11-09/15:11:43,  90.0, svines(EVA)," Two brief, partial encounters with the quasi-perp bowshock "
