DATETIME,FOM,ID,DISCUSSION
2016-08-08/00:12:54 - 2016-08-08/00:15:04, 15.0, jstawarz(EVA),"  Dipolarization, Velocities ranging from -400 to 600 km/s, E and B fluctuations"
2016-08-08/00:15:04 - 2016-08-08/00:17:14, 15.0, jstawarz(EVA),"  Dipolarization, Velocities ranging from -400 to 600 km/s, E and B fluctuations"
2016-08-08/00:18:04 - 2016-08-08/00:20:14, 20.0, jstawarz(EVA),"  Dipolarizations, E and b fluctuations, fluctuating velocities +/-600 km/s"
2016-08-08/00:20:14 - 2016-08-08/00:22:34, 20.0, jstawarz(EVA),"  Dipolarizations, E and b fluctuations, fluctuating velocities +/-600 km/s"
2016-08-08/00:22:34 - 2016-08-08/00:24:44, 20.0, jstawarz(EVA),"  Dipolarizations, E and b fluctuations, fluctuating velocities +/-600 km/s"
2016-08-08/00:24:44 - 2016-08-08/00:27:04, 20.0, jstawarz(EVA),"  Dipolarizations, E and b fluctuations, fluctuating velocities +/-600 km/s"
2016-08-08/00:27:04 - 2016-08-08/00:29:14, 20.0, jstawarz(EVA),"  Dipolarizations, E and b fluctuations, fluctuating velocities +/-600 km/s"
2016-08-08/01:26:34 - 2016-08-08/01:28:44, 10.0, jstawarz(EVA)," Fluctuating velocotues +/-150 km/s, some E field activity, possible dipolarization"
2016-08-08/01:28:44 - 2016-08-08/01:30:54, 10.0, jstawarz(EVA)," Fluctuating velocotues +/-150 km/s, some E field activity, possible dipolarization"
2016-08-08/01:30:54 - 2016-08-08/01:33:14, 10.0, jstawarz(EVA)," Fluctuating velocotues +/-150 km/s, some E field activity, possible dipolarization"
2016-08-08/01:33:14 - 2016-08-08/01:35:24, 10.0, jstawarz(EVA)," Fluctuating velocotues +/-150 km/s, some E field activity, possible dipolarization"
2016-08-08/01:35:24 - 2016-08-08/01:37:34, 10.0, jstawarz(EVA)," Fluctuating velocotues +/-150 km/s, some E field activity, possible dipolarization"
2016-08-08/02:02:24 - 2016-08-08/02:04:34, 15.0, jstawarz(EVA)," Vy and Vx velocities range from -400 to +200, dipolarization, E field activity"
2016-08-08/02:04:34 - 2016-08-08/02:06:44, 15.0, jstawarz(EVA)," Vy and Vx velocities range from -400 to +200, dipolarization, E field activity"
