DATETIME,FOM,ID,DISCUSSION
2017-11-28/16:19:13 - 2017-11-28/16:24:13,  90.0, hbreuillard(EVA),   Low-shear MP crossing with possible jet
2017-11-28/16:24:13 - 2017-11-28/16:26:23,  90.0, hbreuillard(EVA),  Low-shear MP crossing with possible jet
2017-11-28/16:26:23 - 2017-11-28/16:28:23,  90.0, hbreuillard(EVA),  Low-shear MP crossing with possible jet
2017-11-28/16:28:23 - 2017-11-28/16:30:33,  90.0, hbreuillard(EVA),  Low-shear MP crossing with possible jet
2017-11-28/16:30:33 - 2017-11-28/16:32:43,  90.0, hbreuillard(EVA),  Low-shear MP crossing with possible jet
2017-11-28/17:17:33 - 2017-11-28/17:19:53,  85.0, hbreuillard(EVA),  MSH current sheet with possible ion and electron heating
2017-11-28/17:57:53 - 2017-11-28/18:02:23,  90.0, hbreuillard(EVA),  Low-shear quasi-perpendicular shock crossing with E&B waves
2017-11-28/18:24:43 - 2017-11-28/18:29:43, 100.0, hbreuillard(EVA),  Foreshock with reflected ions and E&B waves
2017-11-28/18:35:43 - 2017-11-28/18:36:23, 100.0, hbreuillard(EVA),  SW current sheet
2017-11-28/18:41:23 - 2017-11-28/18:43:53, 110.0, hbreuillard(EVA),  SW current sheet with E&B waves and possible jet
2017-11-28/18:55:53 - 2017-11-28/19:00:53, 100.0, hbreuillard(EVA),  Foreshock with reflected ions
2017-11-28/19:03:33 - 2017-11-28/19:06:13, 110.0, hbreuillard(EVA),  SW current sheet with possible jet and E&B waves
2017-11-28/19:10:53 - 2017-11-28/19:12:13, 100.0, hbreuillard(EVA),  SW current sheet
2017-11-28/19:15:23 - 2017-11-28/19:16:33, 100.0, hbreuillard(EVA),  SW current sheet with E waves
2017-11-28/19:21:23 - 2017-11-28/19:23:43, 100.0, hbreuillard(EVA),  SW current sheet
2017-11-28/19:36:03 - 2017-11-28/19:36:43, 105.0, hbreuillard(EVA),  SW current sheet with E&B waves and possible jet
2017-11-28/19:45:23 - 2017-11-28/19:49:53, 110.0, hbreuillard(EVA),  Pristine solar wind
2017-11-28/19:49:53 - 2017-11-28/19:52:13, 110.0, hbreuillard(EVA),  Pristine solar wind
2017-11-28/19:52:13 - 2017-11-28/19:54:33, 110.0, hbreuillard(EVA),  Pristine solar wind
2017-11-28/19:54:33 - 2017-11-28/19:57:03, 110.0, hbreuillard(EVA),  Pristine solar wind
2017-11-28/19:57:03 - 2017-11-28/19:59:23, 110.0, hbreuillard(EVA),  Pristine solar wind
2017-11-28/19:59:23 - 2017-11-28/20:01:43, 110.0, hbreuillard(EVA),  Pristine solar wind
2017-11-28/20:01:43 - 2017-11-28/20:04:03, 110.0, hbreuillard(EVA),  Pristine solar wind
2017-11-28/20:04:03 - 2017-11-28/20:06:33, 110.0, hbreuillard(EVA),  Pristine solar wind
2017-11-28/20:06:33 - 2017-11-28/20:08:53, 110.0, hbreuillard(EVA),  Pristine solar wind
2017-11-28/20:08:53 - 2017-11-28/20:11:13, 110.0, hbreuillard(EVA),  Pristine solar wind
2017-11-28/20:11:13 - 2017-11-28/20:13:43, 110.0, hbreuillard(EVA),  Pristine solar wind
2017-11-28/20:13:43 - 2017-11-28/20:16:03, 110.0, hbreuillard(EVA),  Pristine solar wind
