DATETIME,FOM,ID,DISCUSSION
2019-08-10/03:28:03 - 2019-08-10/03:30:13,  70.0, wsun(EVA),"  Bz dipolarization, high speed flow, electric field fluctuations"
2019-08-10/03:30:13 - 2019-08-10/03:32:33,  70.0, wsun(EVA),"  Bz dipolarization, high speed flow, electric field fluctuations"
2019-08-10/03:32:33 - 2019-08-10/03:34:43,  70.0, wsun(EVA),"  Bz dipolarization, high speed flow, electric field fluctuations"
2019-08-10/03:34:43 - 2019-08-10/03:37:03,  70.0, wsun(EVA),"  Bz dipolarization, high speed flow, electric field fluctuations"
2019-08-10/03:37:03 - 2019-08-10/03:39:13,  70.0, wsun(EVA),"  Bz dipolarization, high speed flow, electric field fluctuations"
2019-08-10/03:39:13 - 2019-08-10/03:41:33,  70.0, wsun(EVA),"  Bz dipolarization, high speed flow, electric field fluctuations"
2019-08-10/03:41:33 - 2019-08-10/03:43:43,  70.0, wsun(EVA),"  Bz dipolarization, high speed flow, electric field fluctuations"
2019-08-10/03:43:43 - 2019-08-10/03:46:03,  70.0, wsun(EVA),"  Bz dipolarization, high speed flow, electric field fluctuations"
2019-08-10/06:39:53 - 2019-08-10/06:42:13,  80.0, wsun(EVA)," Bz dipolarization, high speed flow, electric field fluctuation"
2019-08-10/06:42:13 - 2019-08-10/06:44:33,  80.0, wsun(EVA)," Bz dipolarization, high speed flow, electric field fluctuation"
2019-08-10/06:44:33 - 2019-08-10/06:47:03,  80.0, wsun(EVA)," Bz dipolarization, high speed flow, electric field fluctuation"
2019-08-10/06:47:03 - 2019-08-10/06:49:23,  80.0, wsun(EVA)," Bz dipolarization, high speed flow, electric field fluctuation"
2019-08-10/06:53:03 - 2019-08-10/06:54:43,  90.0, wsun(EVA)," Bz Dipolarization, high speed flow, electric field fluctuations"
2019-08-10/06:54:43 - 2019-08-10/06:56:23,  90.0, wsun(EVA)," Bz Dipolarization, high speed flow, electric field fluctuations"
2019-08-10/06:58:33 - 2019-08-10/07:02:13,  80.0, wsun(EVA),"  Multiple Bz dipolarizations, high speed flow, electric field fluctuation"
2019-08-10/07:07:53 - 2019-08-10/07:11:43,  90.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/08:11:43 - 2019-08-10/08:12:43,  40.0, wsun(EVA),  Travelling compression region
2019-08-10/08:15:03 - 2019-08-10/08:16:33,  40.0, wsun(EVA),  Travelling compression region
2019-08-10/09:11:13 - 2019-08-10/09:14:33,  40.0, wsun(EVA),  high speed flow in PSBL
2019-08-10/09:26:53 - 2019-08-10/09:30:43,  40.0, wsun(EVA),"  high speed flows, PSBL"
2019-08-10/09:32:43 - 2019-08-10/09:35:03,  80.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/09:35:03 - 2019-08-10/09:37:23,  80.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/09:37:23 - 2019-08-10/09:39:43,  80.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/09:39:43 - 2019-08-10/09:42:03,  80.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/13:08:53 - 2019-08-10/13:11:23,  60.0, wsun(EVA),"  current sheet flappings, high speed flow"
2019-08-10/13:11:23 - 2019-08-10/13:13:43,  60.0, wsun(EVA),"  current sheet flappings, high speed flow"
2019-08-10/13:13:43 - 2019-08-10/13:16:13,  60.0, wsun(EVA),"  current sheet flappings, high speed flow"
2019-08-10/13:16:13 - 2019-08-10/13:18:33,  60.0, wsun(EVA),"  current sheet flappings, high speed flow"
2019-08-10/13:18:33 - 2019-08-10/13:21:03,  60.0, wsun(EVA),"  current sheet flappings, high speed flow"
2019-08-10/13:21:03 - 2019-08-10/13:23:23,  60.0, wsun(EVA),"  current sheet flappings, high speed flow"
2019-08-10/13:23:23 - 2019-08-10/13:25:53,  60.0, wsun(EVA),"  current sheet flappings, high speed flow"
2019-08-10/13:25:53 - 2019-08-10/13:28:13,  60.0, wsun(EVA),"  current sheet flappings, high speed flow"
2019-08-10/13:28:13 - 2019-08-10/13:30:43,  60.0, wsun(EVA),"  current sheet flappings, high speed flow"
2019-08-10/14:15:13 - 2019-08-10/14:17:33,  80.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/14:17:33 - 2019-08-10/14:19:53,  80.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/14:19:53 - 2019-08-10/14:22:13,  80.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/14:22:13 - 2019-08-10/14:24:33,  80.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/14:24:33 - 2019-08-10/14:26:53,  40.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/14:26:53 - 2019-08-10/14:29:03,  40.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/14:29:03 - 2019-08-10/14:31:23,  80.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/14:31:23 - 2019-08-10/14:33:43,  80.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/14:33:43 - 2019-08-10/14:36:03,  80.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/14:36:03 - 2019-08-10/14:38:23,  80.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/14:38:23 - 2019-08-10/14:40:43,  80.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/14:40:43 - 2019-08-10/14:43:03,  80.0, wsun(EVA),"  Bz dipolarization, high speed flows, electric field fluctuations"
2019-08-10/14:59:03 - 2019-08-10/15:01:03,  80.0, wsun(EVA),"  Bz dipolarization, high speed flow, electric field fluctuation"
2019-08-10/15:01:03 - 2019-08-10/15:03:13,  80.0, wsun(EVA),"  Bz dipolarization, high speed flow, electric field fluctuation"
2019-08-10/15:03:13 - 2019-08-10/15:05:13,  80.0, wsun(EVA),"  Bz dipolarization, high speed flow, electric field fluctuation"
2019-08-10/15:05:13 - 2019-08-10/15:07:23,  80.0, wsun(EVA),"  Bz dipolarization, high speed flow, electric field fluctuation"
2019-08-10/15:07:23 - 2019-08-10/15:09:23,  80.0, wsun(EVA),"  Bz dipolarization, high speed flow, electric field fluctuation"
2019-08-10/16:00:33 - 2019-08-10/16:02:23,  80.0, wsun(EVA),"  weak tailward flow, negative Bz"
2019-08-10/16:02:23 - 2019-08-10/16:04:23,  80.0, wsun(EVA),"  weak tailward flow, negative Bz"
2019-08-10/16:04:23 - 2019-08-10/16:06:13,  80.0, wsun(EVA),"  weak tailward flow, negative Bz"
2019-08-11/12:27:03 - 2019-08-11/12:29:33,  90.0, wsun(EVA),"  Tailward high speed flow, PSBL"
2019-08-11/12:29:33 - 2019-08-11/12:32:03,  90.0, wsun(EVA),"  Tailward high speed flow, PSBL"
2019-08-11/12:32:03 - 2019-08-11/12:34:33,  90.0, wsun(EVA),"  Tailward high speed flow, PSBL beam"
2019-08-11/12:34:33 - 2019-08-11/12:37:03,  90.0, wsun(EVA),"  Tailward high speed flow, PSBL"
2019-08-11/12:37:03 - 2019-08-11/12:39:33,  90.0, wsun(EVA),"  Tailward high speed flow, PSBL"
