DATETIME,FOM,ID,DISCUSSION
2017-05-24/16:16:33 - 2017-05-24/16:18:33,  60.0, ykhotyaintsev(EVA),  BBF
2017-05-24/16:18:33 - 2017-05-24/16:20:23,  60.0, ykhotyaintsev(EVA),  BBF
2017-05-24/16:20:23 - 2017-05-24/16:22:23,  60.0, ykhotyaintsev(EVA),  BBF
2017-05-24/16:26:13 - 2017-05-24/16:30:23,  80.0, ykhotyaintsev(EVA), BBF w E-field activity
2017-05-24/16:53:33 - 2017-05-24/16:55:33,  80.0, ykhotyaintsev(EVA),  BBF
2017-05-24/16:55:33 - 2017-05-24/16:57:43,  80.0, ykhotyaintsev(EVA),  BBF
2017-05-24/16:57:43 - 2017-05-24/16:59:43,  80.0, ykhotyaintsev(EVA),  BBF
2017-05-24/17:05:33 - 2017-05-24/17:09:53,  70.0, ykhotyaintsev(EVA),  BBF w E-field activity
2017-05-24/17:21:13 - 2017-05-24/17:24:33,  60.0, ykhotyaintsev(EVA),  BBF
2017-05-24/17:24:33 - 2017-05-24/17:29:23,  60.0, ykhotyaintsev(EVA),  BBF
2017-05-24/17:29:23 - 2017-05-24/17:31:13,  70.0, ykhotyaintsev(EVA),  PSBL
2017-05-24/17:31:13 - 2017-05-24/17:33:13,  70.0, ykhotyaintsev(EVA),  PSBL
2017-05-24/17:33:13 - 2017-05-24/17:35:03,  70.0, ykhotyaintsev(EVA),  PSBL
2017-05-24/19:53:13 - 2017-05-24/19:57:23,  65.0, ykhotyaintsev(EVA),  E-field activity
2017-05-24/20:04:43 - 2017-05-24/20:07:03, 110.0, ykhotyaintsev(EVA),  PSBL activity
2017-05-24/20:07:03 - 2017-05-24/20:09:13, 110.0, ykhotyaintsev(EVA),  PSBL activity
2017-05-24/20:09:13 - 2017-05-24/20:11:33, 110.0, ykhotyaintsev(EVA),  PSBL activity
2017-05-25/00:20:53 - 2017-05-25/00:23:13,  60.0, ykhotyaintsev(EVA),  tailward flow
2017-05-25/00:23:13 - 2017-05-25/00:25:23,  60.0, ykhotyaintsev(EVA),  tailward flow
2017-05-25/00:25:23 - 2017-05-25/00:27:43,  60.0, ykhotyaintsev(EVA),  tailward flow
2017-05-25/00:27:43 - 2017-05-25/00:30:03,  60.0, ykhotyaintsev(EVA),  tailward flow
2017-05-25/00:30:03 - 2017-05-25/00:32:13,  75.0, ykhotyaintsev(EVA),"  tailward flow, E-activity"
2017-05-25/00:32:13 - 2017-05-25/00:34:33,  75.0, ykhotyaintsev(EVA),"  tailward flow, E-activity"
2017-05-25/00:34:33 - 2017-05-25/00:36:43,  75.0, ykhotyaintsev(EVA),"  tailward flow, E-activity"
2017-05-25/04:36:53 - 2017-05-25/04:39:33, 140.0, ykhotyaintsev(EVA),  DF and weak BBF
2017-05-25/04:39:33 - 2017-05-25/04:41:23, 170.0, ykhotyaintsev(EVA),  sharp DF and BBF
2017-05-25/04:41:23 - 2017-05-25/04:45:53, 120.0, ykhotyaintsev(EVA),  BBF
2017-05-25/04:45:53 - 2017-05-25/04:47:03,  40.0, ykhotyaintsev(EVA),  fill
2017-05-25/04:47:03 - 2017-05-25/04:49:33,  70.0, ykhotyaintsev(EVA),  BBF
2017-05-25/04:49:33 - 2017-05-25/04:51:53,  70.0, ykhotyaintsev(EVA),  BBF
2017-05-25/04:51:53 - 2017-05-25/04:54:23,  70.0, ykhotyaintsev(EVA),  BBF
2017-05-25/04:54:23 - 2017-05-25/04:56:53,  70.0, ykhotyaintsev(EVA),  BBF
2017-05-25/12:45:43 - 2017-05-25/12:46:43, 150.0, cnorgren(EVA)," DF, flow reversal"
2017-05-25/12:46:43 - 2017-05-25/12:49:33, 140.0, ykhotyaintsev(EVA), Bz reversal within tailward flow
2017-05-25/12:49:33 - 2017-05-25/12:53:53, 110.0, ykhotyaintsev(EVA), slow flow reversal
2017-05-25/12:53:53 - 2017-05-25/12:56:33, 155.0, ykhotyaintsev(EVA)," DF, BBF"
2017-05-25/13:04:33 - 2017-05-25/13:07:43, 150.0, ykhotyaintsev(EVA), DF
2017-05-25/13:07:43 - 2017-05-25/13:12:43,  60.0, ykhotyaintsev(EVA), slow weak field flow reversal
2017-05-25/13:12:43 - 2017-05-25/13:17:23, 150.0, ykhotyaintsev(EVA), DF and BBF
2017-05-25/13:21:43 - 2017-05-25/13:24:13,  45.0, ykhotyaintsev(EVA)," Bx reversal, energetic particles"
2017-05-25/13:24:13 - 2017-05-25/13:26:33,  45.0, ykhotyaintsev(EVA)," Bx reversal, energetic particles"
2017-05-25/13:26:33 - 2017-05-25/13:29:03,  45.0, ykhotyaintsev(EVA)," Bx reversal, energetic particles"
2017-05-25/13:29:03 - 2017-05-25/13:31:23,  45.0, ykhotyaintsev(EVA)," Bx reversal, energetic particles"
2017-05-25/13:31:23 - 2017-05-25/13:33:53,  45.0, ykhotyaintsev(EVA)," Bx reversal, energetic particles"
2017-05-25/13:33:53 - 2017-05-25/13:36:13,  45.0, ykhotyaintsev(EVA)," Bx reversal, energetic particles"
2017-05-25/13:36:13 - 2017-05-25/13:38:43,  45.0, ykhotyaintsev(EVA)," Bx reversal, energetic particles"
2017-05-25/13:52:13 - 2017-05-25/13:56:43, 160.0, ykhotyaintsev(EVA), DF and BBF
2017-05-25/14:49:33 - 2017-05-25/14:51:53,  55.0, ykhotyaintsev(EVA)," weak flow, Bx reversals"
2017-05-25/14:51:53 - 2017-05-25/14:54:03,  55.0, ykhotyaintsev(EVA)," weak flow, Bx reversals"
2017-05-25/14:54:03 - 2017-05-25/14:56:23,  55.0, ykhotyaintsev(EVA)," weak flow, Bx reversals"
2017-05-25/14:56:23 - 2017-05-25/14:58:43, 150.0, cnorgren(EVA)," Jet, Bz reversal"
2017-05-25/14:58:43 - 2017-05-25/15:01:43,  60.0, ykhotyaintsev(EVA)," fill, trailing edge of jet, Bx reversals"
2017-05-25/15:01:43 - 2017-05-25/15:04:13, 110.0, ykhotyaintsev(EVA)," extended flow, some Bz activity"
2017-05-25/15:04:13 - 2017-05-25/15:06:43, 110.0, ykhotyaintsev(EVA)," extended flow, some Bz activity"
2017-05-25/15:06:43 - 2017-05-25/15:09:13, 110.0, ykhotyaintsev(EVA)," extended flow, some Bz activity"
2017-05-25/15:09:13 - 2017-05-25/15:11:43, 110.0, ykhotyaintsev(EVA)," extended flow, some Bz activity"
2017-05-25/15:11:43 - 2017-05-25/15:14:43, 125.0, ykhotyaintsev(EVA)," flow reversal, flux ropes"
2017-05-25/15:23:43 - 2017-05-25/15:25:43, 125.0, ykhotyaintsev(EVA)," 4 flow reversals, large Bz fluctuations "
2017-05-25/15:25:43 - 2017-05-25/15:27:33, 125.0, ykhotyaintsev(EVA)," 4 flow reversals, large Bz fluctuations "
2017-05-25/15:27:33 - 2017-05-25/15:29:33, 125.0, ykhotyaintsev(EVA)," 4 flow reversals, large Bz fluctuations "
2017-05-25/15:29:33 - 2017-05-25/15:33:33,  60.0, ykhotyaintsev(EVA), weak flow reversal
2017-05-25/15:47:43 - 2017-05-25/15:49:33,  80.0, ykhotyaintsev(EVA)," crossing neutral sheet, weak BBF"
2017-05-25/15:49:33 - 2017-05-25/15:51:23,  80.0, ykhotyaintsev(EVA)," crossing neutral sheet, weak BBF"
2017-05-25/15:51:23 - 2017-05-25/15:53:13,  80.0, ykhotyaintsev(EVA)," crossing neutral sheet, weak BBF"
2017-05-25/16:34:13 - 2017-05-25/16:36:03,  60.0, ykhotyaintsev(EVA), E waves
2017-05-25/16:48:13 - 2017-05-25/16:50:03,  90.0, ykhotyaintsev(EVA)," Flux rope, energetic particles"
2017-05-25/17:01:33 - 2017-05-25/17:04:03, 115.0, ykhotyaintsev(EVA)," BBF, Bz activity"
2017-05-25/17:04:03 - 2017-05-25/17:06:23, 115.0, ykhotyaintsev(EVA)," BBF, Bz activity"
2017-05-25/17:06:23 - 2017-05-25/17:08:53, 115.0, ykhotyaintsev(EVA)," BBF, Bz activity"
2017-05-25/17:08:53 - 2017-05-25/17:11:23, 115.0, ykhotyaintsev(EVA)," BBF, Bz activity"
2017-05-25/23:43:23 - 2017-05-25/23:45:33,  60.0, ykhotyaintsev(EVA), crossing neutral sheet
2017-05-25/23:45:33 - 2017-05-25/23:47:43,  60.0, ykhotyaintsev(EVA), crossing neutral sheet
